413,,EQN_DT_Dvtl_Arc_Length_Horz,9.8885847781971,mm,,Number,,,,,,
414,,EQN_DT_Dvtl_Skew_Frnt_Tang_Pitch,9.89553822924185,mm,,Number,,,,,,
415,,EQN_DT_Dvtl_Arc_Drop_Vert,0.174762642302539,mm,,Number,,,,,,
416,,EQN_DT_Dvtl_Arc_Length_Vert,279.675237357697,mm,,Number,,,,,,
417,,EQN_ST_Dvtl_Arc_Length_Angle_Taper,-0.383928379788296,degrees,,Number,,,,,,
418,,EQN_ST_Dvtl_Arc_Length_Angle_Flat,4.4338990211196,degrees,,Number,,,,,,
419,,EQN_ST_Dvtl_Taper_Pivot_Radial,-1.87470810662196,mm,,Number,,,,,,
420,,EQN_ST_Dvtl_Taper_Pt_Axial_Delta,0.000500747421375025,mm,,Number,,,,,,
421,,EQN_ST_Dvtl_Taper_Pt_Radial,279.843717263321,mm,,Number,,,,,,
422,,EQN_ST_Dvtl_Skew_Vert_Tang,21.6349013903566,mm,,Number,,,,,,
423,,EQN_ST_Dvtl_Taper_Pt_Axial,-1.87520885404333,mm,,Number,,,,,,
424,,EQN_ST_Dvtl_Taper_Pt_Radial_Delta,0.00628273667871326,mm,,Number,,,,,,
425,,EQN_ST_Dvtl_Skew_Mach_Pt,12.6507455493046,mm,,Number,,,,,,
426,,EQN_DT_Shrd_Arc_Drop_Horz,0.0106514433359918,mm,,Number,,,,,,
427,,EQN_DT_Shrd_Arc_Length_Vert,330.582294889293,mm,,Number,,,,,,
428,,EQN_DT_Shrd_Skew_Frnt_Tang_Pitch,13.3173717653644,mm,,Number,,,,,,
429,,EQN_DT_Shrd_Skew_Back_Tang_Ptch,13.3173717653644,mm,,Number,,,,,,
430,,EQN_DT_Shrd_Arc_Drop_Vert,0.267705110707254,mm,,Number,,,,,,
431,,EQN_DT_Shrd_Arc_Length_Horz,13.3067203220284,mm,,Number,,,,,,
432,,EQN_ST_Shrd_Skew_Vert_Tang,21.6349013903566,mm,,Number,,,,,,
433,,EQN_ST_Shrd_Arc_Length_Angle_Flat_,3.74935371809281,degrees,,Number,,,,,,
434,,EQN_ST_Shrd_Taper_Pt_Radial,330.812667176043,mm,,Number,,,,,,
435,,EQN_ST_Shrd_Skew_AsDesign_Mach_Pt,12.6507455493046,mm,,Number,,,,,,
436,,EQN_ST_Shrd_Arc_Length_Angle_Taper_,0.860739167597279,degrees,,Number,,,,,,
437,,EQN_ST_Shrd_Taper_Pivot_Radial,4.97305959623426,mm,,Number,,,,,,
438,,EQN_ST_Shrd_Taper_Pt_Axial_Delta,0.00297550514767572,mm,,Number,,,,,,
439,,EQN_ST_Shrd_Taper_Pt_Radial_Delta,0.0373328239567741,mm,,Number,,,,,,
440,,EQN_ST_Shrd_Skew_Centered_Mach_Pt,16.3067203220284,mm,,Number,,,,,,
441,,LGC_ST_Shrd_Skew_Mach_Pt,12.6507455493046,mm,,Number,,,,,,
442,,EQN_ST_Shrd_Taper_Pt_Axial,4.97008409108659,mm,,Number,,,,,,
443,,HT_XSZ2,1.2931,mm,,Number,,,,,,
444,,HT_YSZ2,-3,mm,,Number,,,,,,
445,,REF_Dvtl_Straight_Disch,10,mm,,Number,,,,,,
446,,LGC_XDP2,18.48,mm,,Number,,,,,,
447,,REF_Shroud_Lead_In_Disch,10,mm,,Number,,,,,,
448,,REF_Dvtl_Lead_In_Disch,10,mm,,Number,,,,,,
449,,EQN_Shroud_Lead_In_Rad_Ang,58.0636286500291,degrees,,Number,,,,,,
450,,EQN_Dvtl_Lead_In_Admis_False,0.000982547593562717,mm,,Number,,,,,,
451,,REF_Shroud_Straight_Disch,10,mm,,Number,,,,,,
452,,EQN_Shroud_Lead_In_Rad_Hrzn,16.8108939947945,mm,,Number,,,,,,
453,,EQN_Shroud_Tang2Cent_Axial,1.10910600520548,mm,,Number,,,,,,
454,,EQN_Dvtl_Lead_In_Rad_Hrzn,0.001,mm,,Number,,,,,,
455,,EQN_Dvtl_Straight_Admis,47.55,mm,,Number,,,,,,
456,,LGC_Shroud_Lead_In_Admis,36.4,mm,,Number,,,,,,
457,,EQN_Dvtl_Lead_In_Rad_Ang,0,degrees,,Number,,,,,,
458,,EQN_Shroud_Lead_In_Admis_False,51.3691060052055,mm,,Number,,,,,,
459,,EQN_Shroud_Lead_In_Admis_True,36.4,mm,,Number,,,,,,
460,,EQN_Dvtl_Tang2Cent_Axial,1.74524064372835E-05,mm,,Number,,,,,,
461,,EQN_Dvtl_Lead_In_Admis_True,47.55,mm,,Number,,,,,,
462,,LGC_Dvtl_Lead_In_Admis,0.000982547593562717,mm,,Number,,,,,,
463,,CON_Endwall_Axial_Extend,10,mm,,Number,,,,,,
464,,EQN_Shroud_Straight_Admis,36.4,mm,,Number,,,,,,
465,,S,22.8,MilliMeter,,Number,,,,,,
466,,RBN,2,MilliMeter,,Number,,,,,,
467,,RBZ,2,MilliMeter,,Number,,,,,,
468,,HH,25.725,MilliMeter,,Number,,,,,,
469,,HHU,14.35,MilliMeter,,Number,,,,,,
470,,RS,3.2,MilliMeter,,Number,,,,,,
471,,RSU,2.8,MilliMeter,,Number,,,,,,
472,,RSK,1.2,MilliMeter,,Number,,,,,,
473,,RSK,2.9,MilliMeter,,Number,,,,,,
474,,RSA,2.9,MilliMeter,,Number,,,,,,
475,,RSC,1.46,MilliMeter,,Number,,,,,,
476,,HIT,1.8,MilliMeter,,Number,,,,,,
477,,DN,559.7,MilliMeter,,Number,,,,,,
478,,DZ,661.7,MilliMeter,,Number,,,,,,
